"#","Title","Diagnostic Features",
"40","Unspecified Anxiety Disorder","The characteristic symptoms of OCD are the presence of obsessions and compulsions (Cri­terion A). Obsessions are repetitive and persistent thoughts (e.g., of contamination), images (e.g., of violent or horrific scenes), or urges (e.g., to stab someone). Importantly, obsessions are not pleasurable or experienced as voluntary: they are intrusive and unwanted and cause marked distress or anxiety in most individuals. The individual attempts to ignore or suppress these obsessions (e.g., avoiding triggers or using thought suppression) or to neu­tralize them with another thought or action (e.g., performing a compulsion). Compulsions (or rituals) are repetitive behaviors (e.g., washing, checking) or mental acts (e.g., counting, repeating words silently) that the individual feels driven to perform in response to an obsession or according to rules that must be applied rigidly. Most individuals with OCD have both obsessions and compulsions. Compulsions are typically performed in response to an obsession (e.g., thoughts of contamination leading to washing rituals or that some­thing is incorrect leading to repeating rituals until it feels ""just right"")· The aim is to reduce the distress triggered by obsessions or to prevent a feared event (e.g., becoming ill). How­ever, these compulsions either are not connected in a realistic way to the feared event (e.g., arranging items symmetrically to prevent harm to a loved one) or are clearly excessive (e.g., showering for hours each day). Compulsions are not done for pleasure, although some individuals experience relief from anxiety or distress.Criterion B emphasizes that obsessions and compulsions must be time-consuming (e.g., more than 1 hour per day) or cause clinically significant distress or impairment to warrant a diagnosis of OCD. This criterion helps to distinguish the disorder from the occasional in- tmsive thoughts or repetitive behaviors that are common in the general population (e.g., double-checking that a door is locked). The frequency and severity of obsessions and com­pulsions vary across individuals with OCD (e.g., some have mild to moderate symptoms, spending 1-3 hours per day obsessing or doing compulsions, whereas others have nearly constant intmsive thoughts or compulsions that can be incapacitating).",
"41","Body Dysmorphic Disorder","Individuals with body dysmorphic disorder (formerly known as dysmorphophobia) are pre­occupied with one or more perceived defects or flaws in their physical appearance, which they believe look ugly, unattractive, abnormal, or deformed (Criterion A). The perceived flaws are not observable or appear only slight to other individuals. Concerns range from looking ""unattractive"" or ""not right"" to looking ""hideous"" or ""like a monster."" Preoccu­pations can focus on one or many body areas, most commonly the skin (e.g., perceived acne, scars, lines, wrinkles, paleness), hair (e.g., ""thinning"" hair or ""excessive"" body or fa­cial hair), or nose (e.g., size or shape). However, any body area can be the focus of concern (e.g., eyes, teeth, weight, stomach, breasts, legs, face size or shape, lips, chin, eyebrows, genitals). Some individuals are concerned about perceived asymmetry of body areas. The preoccupations are intrusive, unwanted, time-consuming (occurring, on average, 3-8 hours per day), and usually difficult to resist or control.Excessive repetitive behaviors or mental acts (e.g., comparing) are performed in re­sponse to the preoccupation (Criterion B). The individual feels driven to perform these be­haviors, which are not pleasurable and may increase anxiety and dysphoria. They are typically time-consuming and difficult to resist or control. Common behaviors are com­paring one's appearance with that of other individuals; repeatedly checking perceived defects in mirrors or other reflecting surfaces or examining them directly; excessively grooming (e.g., combing, styling, shaving, plucking, or pulling hair); camouflaging (e.g., repeatedly applying makeup or covering disliked areas with such things as a hat, clothing, makeup, or hair); seeking reassurance about how the perceived flaws look; touching dis­liked areas to check them; excessively exercising or weight lifting; and seeking cosmetic procedures. Some individuals excessively tan (e.g., to darken ""pale"" skin or diminish per­ceived acne), repeatedly change their clothes (e.g., to camouflage perceived defects), or compulsively shop (e.g., for beauty products). Compulsive skin picking intended to improve perceived skin defects is common and can cause skin damage, infections, or ruptured blood vessels. The preoccupation must cause clinically significant distress or im­pairment in social, occupational, or other important areas of functioning (Criterion C); usually both are present. Body dysmoφhic disorder must be differentiated from an eating disorder.Muscle dysmorphia, a form of body dysmoφhic disorder occurring almost exclusively in males, consists of preoccupation with the idea that one's body is too small or insuffi­ciently lean or muscular. Individuals with this form of the disorder actually have a nor­mal-looking body or are even very muscular. They may also be preoccupied with other body areas, such as skin or hair. A majority (but not all) diet, exercise, and/or lift weights excessively, sometimes causing bodily damage. Some use potentially dangerous anabolic-androgenic steroids and other substances to try to make their body bigger and more mus­cular. Body dysmorphic disorder by proxy is a form of body dysmorphic disorder in which individuals are preoccupied with defects they perceive in another person's appear­ance.Insight regarding body dysmorphic disorder beliefs can range from good to absent/ delusional (i.e., delusional beliefs consisting of complete conviction that the individual's view of their appearance is accurate and undistorted). On average, insight is poor; one- third or more of individuals currently have delusional body dysmorphic disorder beliefs. Individuals with delusional body dysmorphic disorder tend to have greater morbidity in some areas (e.g., suicidality), but this appears accounted for by their tendency to have more severe body dysmorphic disorder symptoms.",
"42","Trichotillomania (Hair-Pulling Disorder)","The essential feature of trichotillomania (hair-pulling disorder) is the recurrent pulling out of one's own hair (Criterion A). Hair pulling may occur from any region of the body in which hair grows; the most common sites are the scalp, eyebrows, and eyelids, while less common sites are axillary, facial, pubic, and peri-rectal regions. Hair-pulling sites may vary over time. Hair pulling may occur in brief episodes scattered throughout the day or during less frequent but more sustained periods that can continue for hours, and such hairpulling may endure for months or years. Criterion A requires that hair pulling lead to hair loss, although individuals with this disorder may pull hair in a widely distributed pattern (i.e., pulling single hairs from all over a site) such that hair loss may not be clearly visible. Alternatively, individuals may attempt to conceal or camouflage hair loss (e.g., by using makeup, scarves, or wigs). Individuals with trichotillomania have made repeated at­tempts to decrease or stop hair pulling (Criterion B). Criterion C indicates that hair pulling causes clinically significant distress or impairment in social, occupational, or other impor­tant areas of functioning. The term distress includes negative affects that may be experi­enced by individuals with hair pulling, such as feeling a loss of control, embarrassment, and shame. Significant impairment may occur in several different areas of functioning (e.g., social, occupational, academic, and leisure), in part because of avoidance of work, school, or other public situations.",
"43","Excoriation (Skin-Picking) Disorder","The essential feature of excoriation (skin-picking) disorder is recurrent picking at one's own skin (Criterion A). The most commonly picked sites are the face, arms, and hands, but many individuals pick from multiple body sites. Individuals may pick at healthy skin, at minor skin irregularities, at lesions such as pimples or calluses, or at scabs from previous picking. Most individuals pick with their fingernails, although many use tweezers, pins, or other objects. In addition to skin picking, there may be skin rubbing, squeezing, lancing, and biting. Individuals with excoriation disorder often spend significant amounts of time on their picking behavior, sometimes several hours per day, and such skin picking mayendure for months or years. Criterion A requires that skin picking lead to skin lesions, al­though individu^als with this disorder often attempt to conceal or camouflage such lesions (e.g., with makeup or clothing). Individuals with excoriation disorder have made repeated attempts to decrease or stop skin picking (Criterion B).Criterion C indicates that skin picking causes clinically significant distress or impair­ment in social, occupational, or other important areas of functioning. The term distress in­cludes negative affects that may be experienced by individuals with skin picking, such as feeling a loss of control, embarrassment, and shame. Significant impairment may occur in several different areas of functioning (e.g., social, occupational, academic, and leisure), in part because of avoidance of social situations.",
"44","Obsessive-Compulsive and Related Disorder","The essential features of substance/medication-induced obsessive-compulsive and related disorder are prominent symptoms of an obsessive-compulsive and related disorder (Criterion A) that are judged to be attributable to the effects of a substance (e.g., drug of abuse, medica­tion). The obsessive-compulsive and related disorder symptoms must have developed during or soon after substance intoxication or withdrawal or after exposure to a medication or toxin, and the substance/medication must be capable of producing the symptoms (Criterion B). Sub­stance/medication-induced obsessive-compulsive and related disorder due to a prescribed treatment for a mental disorder or general medical condition must have its onset while the in­dividual is receiving the medication. Once the treatment is discontinued, the obsessive-com­pulsive and related disorder symptoms will usually improve or remit within days to several weeks to 1 month (depending on the half-life of the substance/medication). The diagnosis of substance/medication-induced obsessive-compulsive and related disorder should not be given if onset of the obsessive-compulsive and related disorder symptoms precedes the sub­stance intoxication or medication use, or if the symptoms persist for a substantial period of time, usually longer than 1 month, from the time of severe intoxication or withdrawal. If the obsessive-compulsive and related disorder symptoms persist for a substantial period of time, other causes for the symptoms should be considered. The substance/medication-induced ob­sessive-compulsive and related disorder diagnosis should be made in addition to a diagnosis of substance intoxication only when the symptoms in Criterion A predominate in the clinical picture and are sufficiently severe to warrant independent clinical attention",
"45","Due to Another Medical Condition","The essential feature of obsessive-compulsive and related disorder due to another medical condition is clinically significant obsessive-compulsive and related symptoms that are judged to be best explained as the direct pathophysiological consequence of another med­ical condition. Symptoms can include prominent obsessions, compulsions, preoccu­pations with appearance, hoarding, hair pulling, skin picking, or other body-focused repetitive behaviors (Criterion A). The judgment that the symptoms are best explained by the associated medical condition must be based on evidence from the history, physical ex­amination, or laboratory findings (Criterion B). Additionally, it must be judged that the symptoms are not better explained by another mental disorder (Criterion C). The diagno­sis is not made if the obsessive-compulsive and related symptoms occur only during the course of a delirium (Criterion D). The obsessive-compulsive and related symptoms must cause clinically significant distress or impairment in social, occupational, or other impor­tant areas of functioning (Criterion E).In determining whether the obsessive-compulsive and related symptoms are attribut­able to another medical condition, a relevant medical condition must be present. Further­more, it must be established that obsessive-compulsive and related symptoms can be etiologically related to the medical condition through a pathophysiological mechanism and that this best explains the symptoms in the individual. Although there are no infallible guidelines for determining whether the relationship between the obsessive-compulsive and related symptoms and the medical condition is etiological, considerations that may provide some guidance in making this diagnosis include the presence of a clear temporal association between the onset, exacerbation, or remission of the medical condition and the obsessive-compulsive and related symptoms; the presence of features that are atypical of a primary obsessive-compulsive and related disorder (e.g., atypical age at onset or course); and evidence in the literature that a known physiological mechanism (e.g., striatal dam­age) causes obsessive-compulsive and related symptoms. In addition, the disturbance cannot be better explained by a primary obsessive-compulsive and related disorder, a sub­stance/medication-induced obsessive-compulsive and related disorder, or another men­tal disorder.There is some controversy about whether obsessive-compulsive and related disorders can be attributed to Group A streptococcal infection. Sydenham's chorea is the neurolog­ical manifestation of rheumatic fever, which is in turn due to Group A streptococcal in­fection. Sydenham's chorea is characterized by a combination of motor and nonmotor features. Nonmotor features include obsessions, compulsions, attention deficit, and emo­tional lability. Although individuals ŵ ith Sydenham's chorea may present with non­neuropsychiatric features of acute rheumatic fever, such as carditis and arthritis, they may present with obsessive-compulsive disorder-like symptoms; such individuals should be diagnosed with obsessive-compulsive and related disorder due to another medical condition.Pediatric autoimmune neuropsychiatric disorders associated with streptococcal infec­tions (PANDAS) has been identified as another post-infectious autoimmune disorder characterized by the sudden onset of obsessions, compulsions, and/or tics accompanied by a variety of acute neuropsychiatric symptoms in the absence of chorea, carditis, or ar­thritis, after Group A streptococcal infection. Although there is a body of evidence that supports the existence of PANDAS, it remains a controversial diagnosis. Given this ongo­ing controversy, the description of PANDAS has been modified to eliminate etiological factors and to designate an expanded clinical entity: pediatric acute-onset neuropsychiat­ric syndrome (PANS) or idiopathic childhood acute neuropsychiatric symptoms (CANS), which deserves further study.",
"46","Reactive Attachment Disorder","Reactive attachment disorder of infancy or early childhood is characterized by a pattern of markedly disturbed and developmentally inappropriate attachment behaviors, in which a child rarely or minimally turns preferentially to an attachment figure for comfort, support, protection, and nurturance. The essential feature is absent or grossly underdeveloped at­tachment between the child and putative caregiving adults. Children with reactive attach­ment disorder are believed to have the capacity to form selective attachments. However, because of limited opportunities during early development, they fail to show the behavioral manifestations of selective attachments. That is, when distressed, they show no consistent effort to obtain comfort, support, nurturance, or protection from caregivers. Furthermore, when distressed, children with this disorder do not respond more than minimally to com­forting efforts of caregivers. Thus, the disorder is associated with the absence of expected comfort seeking and response to comforting behaviors. As such, children with reactive attachment disorder show diminished or absent expression of positive emotions during routine interactions with caregivers. In addition, their emotion regulation capacity is com­promised, and they display episodes of negative emotions of fear, sadness, or irritability that are not readily explained. A diagnosis of reactive attachment disorder should not be made in children who are developmentally unable to form selective attachments. For this reason, the child must have a developmental age of at least 9 months.",
"47","Disinhiblted Social Engagement Disorder","The essential feature of disinhibited social engagement disorder is a pattern of behavior that involves culturally inappropriate, overly familiar behavior with relative strangers (Criterion A). This overly familiar behavior violates the social boundaries of the culture. A diagnosis of disinhibited social engagement disorder should not be made before children are developmentally able to form selective attachments. For this reason, the child must have a developmental age of at least 9 months.",
"48","Posttraumatic Stress Disorder","The essential feature of posttraumatic stress disorder (PTSD) is the development of char­acteristic symptoms following exposure to one or more traumatic events. Emotional re­actions to the traumatic event (e.g., fear, helplessness, horror) are no longer a part of Criterion A. The clinical presentation of PTSD varies. In some individuals, fear-based re- experiencing, emotional, and behavioral symptoms may predominate. In others, anhe- donic or dysphoric mood states and negative cognitions may be most distressing. In some other individuals, arousal and reactive-externalizing symptoms are prominent, while in others, dissociative symptoms predominate. Finally, some individuals exhibit combina­tions of these symptom patterns.The directly experienced traumatic events in Criterion A include, but are not limited to, exposure to war as a combatant or civilian, threatened or actual physical assault (e.g., physical attack, robbery, mugging, childhood physical abuse), threatened or actual sexual violence (e.g., forced sexual penetration, alcohol/drug-facilitated sexual penetration, abu­sive sexual contact, noncontact sexual abuse, sexual trafficking), being kidnapped, being taken hostage, terrorist attack, torture, incarceration as a prisoner of war, natural or hu­man-made disasters, and severe motor vehicle accidents. For children, sexually violent events may include developmentally inappropriate sexual experiences without physical violence or injury. A life-threatening illness or debilitating medical condition is not neces­sarily considered a traumatic event. Medical incidents that qualify as traumatic events in­volve sudden, catastrophic events (e.g., waking during surgery, anaphylactic shock). Witnessed events include, but are not limited to, observing threatened or serious injury, unnatural death, physical or sexual abuse of another person due to violent assault, domes­tic violence, accident, war or disaster, or a medical catastrophe in one's child (e.g., a life- threatening hemorrhage). Indirect exposure through learning about an event is limited to experiences affecting close relatives or friends and experiences that are violent or acciden­tal (e.g., death due to natural causes does not qualify). Such events include violent per­sonal assault, suicide, serious accident, and serious injury. The disorder may be especially severe or long-lasting when the stressor is interpersonal and intentional (e.g., torture, sex­ual violence). ^The traumatic event can be reexperienced in various ways. Commonly, the individual has recurrent, involuntary, and intrusive recollections of the event (Criterion Bl). Intrusive recollections in PTSD are distinguished from depressive rumination in that they apply only to involuntary and intrusive distressing memories. The emphasis is on recurrent memories of the event that usually include sensory, emotional, or physiological behavioral components. A common reexperiencing symptom is distressing dreams that replay the event itself or that are representative or thematically related to the major threats involved in the traumatic event (Criterion B2). The individual may experience dissociative states that last from a few seconds to several hours or even days, during which components of the event are relived and the individual behaves as if the event were occurring at that mo­ment (Criterion B3). Such events occur on a continuum from brief visual or other sensory intrusions about part of the traumatic event without loss of reality orientation, to complete loss of awareness of present surroundings. These episodes, often referred to as ""flash­backs,"" are typically brief but can be associated with prolonged distress and heightened arousal. For young children, reenactment of events related to trauma may appear in play or in dissociative states. Intense psychological distress (Criterion B4) or physiological re­activity (Criterion B5) often occurs when the individual is exposed to triggering events that resemble or symbolize an aspect of the traumatic event (e.g., windy days after a hurricane; seeing someone who resembles one's perpetrator). The triggering cue could be a physical sensation (e.g., dizziness for survivors of head trauma; rapid heartbeat for a previously traumatized child), particularly for individuals with highly somatic presentations.Stimuli associated with the trauma are persistently (e.g., always or almost always) avoided. The individual commonly makes deliberate efforts to avoid thoughts, memories, feelings, or talking about the traumatic event (e.g., utilizing distraction techniques to avoid internal reminders) (Criterion Cl) and to avoid activities, objects, situations, or people who arouse recollections of it (Criterion C2).Negative alterations in cognitions or mood associated with the event begin or worsen after exposure to the event. These negative alterations can take various forms, including an inability to remember an important aspect of the traumatic event; such amnesia is typically due to dissociative amnesia and is not due to head injury, alcohol, or drugs (Criterion Dl). Another form is persistent (i.e., always or almost always) and exaggerated negative ex­pectations regarding important aspects of life applied to oneself, others, or the future (e.g., ""I have always had bad judgment""; ""People in authority can't be trusted"") that may man­ifest as a negative change in perceived identity since the trauma (e.g., ""I can't trust anyone ever again""; Criterion D2). Individuals with PTSD may have persistent erroneous cogni­tions about the causes of the traumatic event that lead them to blame themselves or others (e.g., ""It's all my fault that my uncle abused me"") (Criterion D3). A persistent negative mood state (e.g., fear, horror, anger, guilt, shame) either began or worsened after exposure to the event (Criterion D4). The individual may experience markedly diminished interest or participation in previously enjoyed activities (Criterion D5), feeling detached or es­tranged from other people (Criterion D6), or a persistent inability to feel positive emotions (especially happiness, joy, satisfaction, or emotions associated with intimacy, tenderness, and sexuality) (Criterion D7).Individuals with PTSD may be quick tempered and may even engage in aggressive verbal and/or physical behavior with little or no provocation (e.g., yelling at people, get­ting into fights, destroying objects) (Criterion El). They may also engage in reckless or self­destructive behavior such as dangerous driving, excessive alcohol or drug use, or self- injurious or suicidal behavior (Criterion E2). PTSD is often characterized by a heightened sensitivity to potential threats, including those that are related to the traumatic experience (e.g., following a motor vehicle accident, being especially sensitive to the threat potentiallycaused by cars or trucks) and those not related to the traumatic event (e.g., being fearful of suffering a heart attack) (Criterion E3). Individuals with PTSD may be very reactive to un­expected stimuli, displaying a heightened startle response, or jumpiness, to loud noises or unexpected movements (e.g., jumping markedly in response to a telephone ringing) (Cri­terion E4). Concentration difficulties, including difficulty remembering daily events (e.g., forgetting one's telephone number) or attending to focused tasks (e.g., following a conver­sation for a sustained period of time), are commonly reported (Criterion E5). Problems with sleep onset and maintenance are common and may be associated with nightmares and safety concerns or with generalized elevated arousal that interferes with adequate sleep (Criterion E6). Some individuals also experience persistent dissociative symptoms of de­tachment from their bodies (depersonalization) or the world around them (derealization); this is reflected in the ''with dissociative symptoms"" specifier.",
"49","Acute Stress Disorder","The essential feature of acute stress disorder is the development of characteristic symp­toms lasting from 3 days to 1 month following exposure to one or more traumatic events.Traumatic events that are experienced directly include, but are not limited to, exposureto war as a combatant or civilian, threatened or actual violent personal assault (e.g., sexualviolence, physical attack, active combat, mugging, childhood physical and/or sexual vio­lence, being kidnapped, being taken hostage, terrorist attack, torture), natural or human­made disasters (e.g., earthquake, hurricane, airplane crash), and severe accident (e.g., severe motor vehicle, industrial accident). For children, sexually traumatic events may include inappropriate sexual experiences without violence or injury. A life-threatening illness or debilitating medical condition is not necessarily considered a traumatic event. Medical incidents that qualify as traumatic events involve sudden, catastrophic events (e.g., waking during surgery, anaphylactic shock). Stressful events that do not possess the severe and traumatic components of events encompassed by Criterion A may lead to an adjust­ment disorder but not to acute stress disorder.The clinical presentation of acute stress disorder may vary by individual but typically involves an anxiety response that includes some form of reexperiencing of or reactivity to the traumatic event. In some individuals, a dissociative or detached presentation can pre­dominate, although these individuals typically will also display strong emotional or phys­iological reactivity in response to trauma reminders. In other individuals, there can be a strong anger response in which reactivity is characterized by irritable or possibly aggres­sive responses. The full symptom picture must be present for at least 3 days after the trau­matic event and can be diagnosed only up to 1 month after the event. Symptoms that occur immediately after the event but resolve in less than 3 days would not meet criteria for acute stress disorder.Witnessed events include, but are not limited to, observing threatened or serious in­jury, unnatural death, physical or sexual violence inflicted on another individual as a re­sult of violent assault, severe domestic violence, severe accident, war, and disaster; it may also include witnessing a medical catastrophe (e.g., a life-threatening hemorrhage) involv­ing one's child. Events experienced indirectly through learning about the event are limited to close relatives or close friends. Such events must have been violent or accidental—death due to natural causes does not qualify—and include violent personal assault, suicide, se­rious accident, or serious injury. The disorder may be especially severe when the stressor is interpersonal and intentional (e.g., torture, rape). The likelihood of developing this dis­order may increase as the intensity of and physical proximity to the stressor increase.The traumatic event can be reexperienced in various ways. Commonly, the individual has recurrent and intrusive recollections of the event (Criterion Bl). The recollections are spontaneous or triggered recurrent memories of the event that usually occur in response to a stimulus that is reminiscent of the traumatic experience (e.g., the sound of a backfiring car triggering memories of gunshots). These intrusive memories often include sensory (e.g., sensing the intense heat that was perceived in a house fire), emotional (e.g., experi­encing the fear of believing that one was about to be stabbed), or physiological (e.g., expe­riencing the shortness of breath that one suffered during a near-drowning) components.Distressing dreams may contain themes that are representative of or thematically re­lated to the major threats involved in the traumatic event. (For example, in the case of a motor vehicle accident survivor, the distressing dreams may involve crashing cars gener­ally; in the case of a combat soldier, the distressing dreams may involve being harmed in ways other than combat.)Dissociative states may last from a few seconds to several hours, or even days, during which components of the event are relived and the individual behaves as though experi­encing the event at that moment. While dissociative responses are common during a trau­matic event, only dissociative responses that persist beyond 3 days after trauma exposure are considered for the diagnosis of acute stress disorder. For young children, reenactment of events related to trauma may appear in play and may include dissociative moments (e.g., a child who survives a motor vehicle accident may repeatedly crash toy cars during play in a focused and distressing manner). These episodes, often referred to as flashbacks, are typically brief but involve a sense that the traumatic event is occurring in the present rather than being remembered in the past and are associated with significant distress.Some individuals with the disorder do not have intrusive memories of the event itself, but instead experience intense psychological distress or physiological reactivity when they are exposed to triggering events that resemble or symbolize an aspect of the traumatic event (e.g., windy days for children after a hurricane, entering an elevator for a male or fe­male who was raped in an elevator, seeing someone who resembles one's perpetrator). The triggering cue could be a physical sensation (e.g., a sense of heat for a bum victim, diz­ziness for survivors of head trauma), particularly for individuals with highly somatic pre­sentations. The individual may have a persistent inability to feel positive emotions (e.g., happiness, joy, satisfaction, or emotions associated with intimacy, tenderness, or sexual­ity) but can experience negative emotions such as fear, sadness, anger, guilt, or shame.Alterations in awareness can include depersonalization, a detached sense of oneself (e.g., seeing oneself from the other side of the room), or derealization, having a distorted view of one's surroundings (e.g., perceiving that things are moving in slow motion, seeing things in a daze, not being aware of events that one would normally encode). Some individuals also report an inability to remember an important aspect of the traumatic event that was presumably encoded. This symptom is attributable to dissociative amnesia and is not at­tributable to head injury, alcohol, or drugs.Stimuli associated with the trauma are persistently avoided. The individual may refuse to discuss the traumatic experience or may engage in avoidance strategies to minimize awareness of emotional reactions (e.g., excessive alcohol use when reminded of the ex­perience). This behavioral avoidance may include avoiding watching news coverage of the traumatic experience, refusing to return to a workplace where the trauma occurred, or avoiding interacting with others who shared the same traumatic experience.It is very common for individuals with acute stress disorder to experience problems with sleep onset and maintenance, which may be associated with nightmares or with gen­eralized elevated arousal that prevents adequate sleep. Individuals with acute stress dis­order may be quick tempered and may even engage in aggressive verbal and/or physical behavior with little provocation. Acute stress disorder is often characterized by a height­ened sensitivity to potential threats, including those that are related to the traumatic ex­perience (e.g., a motor vehicle accident victim may be especially sensitive to the threat potentially caused by any cars or trucks) or those not related to the traumatic event (e.g., fear of having a heart attack). Concentration difficulties, including difficulty remembering daily events (e.g., forgetting one's telephone number) or attending to focused tasks (e.g., following a conversation for a sustained period of time), are commonly reported. Individ­uals with acute stress disorder may be very reactive to unexpected stimuli, displaying a heightened startle response or jumpiness to loud noises or unexpected movements (e.g., the individual may jump markedly in the response to a telephone ringing).",
"50","Adjustment Disorders","The presence of emotional or behavioral symptoms in response to an identifiable stressor is the essential feature of adjustment disorders (Criterion A). The stressor may be a single event (e.g., a termination of a romantic relationship), or there may be multiple stressors (e.g., marked business difficulties and marital problems). Stressors may be recurrent (e.g., associated with seasonal business crises, unfulfilling sexual relationships) or continuous (e.g., a persistent painful illness with increasing disability, living in a crime-ridden neigh­borhood). Stressors may affect a single individual, an entire family, or a larger group or community (e.g., a natural disaster). Some stressors may accompany specific developmen­tal events (e.g., going to school, leaving a parental home, reentering a parental home, get­ting married, becoming a parent, failing to attain occupational goals, retirement).Adjustment disorders may be diagnosed following the death of a loved one when the intensity, quality, or persistence of grief reactions exceeds what normally might be ex­pected, when cultural, religious, or age-appropriate norms are taken into account. A more specific set of bereavement-related symptoms has been designated persistent complex be­reavement disorder.Adjustment disorders are associated with an increased risk of suicide attempts and completed suicide.",
"51","Stressor-Related Disorder","The defining feature of dissociative identity disorder is the presence of two or more dis­tinct personality states or an experience of possession (Criterion A). The overtness or covertness of these personality states, however, varies as a function of psychological motivation, current level of stress, culture, internal conflicts and dynamics, and emotional resilience. Sustained periods of identity disruption may occur when psychosocial pres­sures are severe and/or prolonged. In many possession-form cases of dissociative identity disorder, and in a small proportion of non-possession-form cases, manifestations of alter­nate identities are highly overt. Most individuals with non-possession-form dissociative identity disorder do not overtly display their discontinuity of identity for long periods of time; only a small minority present to clinical attention with observable alternation ofidentities. When alternate personality states are not directly observed, the disorder can be identified by two clusters of symptoms: 1) sudden alterations or discontinuities in sense of self and sense οί agency (Criterion A), and 2) recurrent dissociative amnesias (Criterion B).Criterion A symptoms are related to discontinuities of experience that can affect any aspect of an individual's functioning. Individuals v̂ ith dissociative identity disorder may report the feeling that they have suddenly become depersonalized observers of their ""own"" speech and actions, which they may feel powerless to stop (sense of self). Such in­dividuals may also report perceptions of voices (e.g., a child's voice; crying; the voice of a spiritual being). In some cases, voices are experienced as multiple, perplexing, indepen­dent thought streams over which the individual experiences no control. Strong emotions, impulses, and even speech or other actions may suddenly emerge, without a sense of per­sonal ownership or control (sense of agency). These emotions and impulses are frequently reported as ego-dystonic and puzzling. Attitudes, outlooks, and personal preferences (e.g., about food, activities, dress) may suddenly shift and then shift back. Individuals may report that their bodies feel different (e.g., like a small child, like the opposite gender, huge and muscular). Alterations in sense of self and loss of personal agency may be accompa­nied by a feeling that these attitudes, emotions, and behaviors—even one's body—are ""not mine"" and/or are ""not under my control."" Although most Criterion A symptoms are subjective, many of these sudden discontinuities in speech, affect, and behavior can be wit­nessed by family, friends, or the clinician. Non-epileptic seizures and other conversion symptoms are prominent in some presentations of dissociative identity disorder, espe­cially in some non-Westem settings.The dissociative amnesia of individuals with dissociative identity disorder manifests in three primary ways: as 1) gaps in remote memory of personal life events (e.g., periods of childhood or adolescence; some important life events, such as the death of a grandparent, getting married, giving birth); 2) lapses in dependable memory (e.g., of what happened today, of well-leamed skills such as how to do their job, use a computer, read, drive); and 3) discovery of evidence of their everyday actions and tasks that they do not recollect do­ing (e.g., finding unexplained objects in their shopping bags or among their possessions; finding perplexing writings or drawings that they must have created; discovering injuries; ""coming to"" in the midst of doing something). Dissociative fugues, wherein the person discovers dissociated travel, are common. Thus, individuals with dissociative identity dis­order may report that they have suddenly found themselves at the beach, at work, in a night­club, or somewhere at home (e.g., in the closet, on a bed or sofa, in the corner) with no memory of how they came to be there. Amnesia in individuals with dissociative identity dis­order is not limited to stressful or traumatic events; these individuals often cannot recall everyday events as well.Individuals with dissociative identity disorder vary in their awareness and attitude to­ward their amnesias. It is common for these individuals to minimize their amnestic symp­toms. Some of their amnestic behaviors may be apparent to others—as when these persons do not recall something they were witnessed to have done or said, when they cannot remember their own name, or when they do not recognize their spouse, children, or close friends.Possession-form identities in dissociative identity disorder typically manifest as be­haviors that appear as if a ""spirit,"" supernatural being, or outside person has taken control, such that the individual begins speaking or acting in a distinctly different manner. For ex­ample, an individual's behavior may give the appearance that her identity has been replaced by the ""ghost"" of a girl who committed suicide in the same community years before, speaking and acting as though she were still alive. Or an individual may be ""taken over"" by a demon or deity, resulting in profound impairment, and demanding that the in­dividual or a relative be punished for a past act, followed by more subtle periods of iden­tity alteration. However, the majority of possession states around the world are normal, usually part of spiritual practice, and do not meet criteria for dissociative identity disor-der. The identities that arise during possession-form dissociative identity disorder present recurrently, are unvŝ anted and involuntary, cause clinically significant distress or impair­ment (Criterion C), and are not a normal part of a broadly accepted cultural or religious practice (Criterion D).",
"52","Stressor-Related Disorder","",
"53","Dissociative Amnesia","The defining characteristic of dissociative amnesia is an inability to recall important auto­biographical information that 1) should be successfully stored in memory and 2) ordinar­ily would be readily remembered (Criterion A). Dissociative amnesia differs from the permanent amnesias due to neurobiological damage or toxicity that prevent memory stor­age or retrieval in that it is always potentially reversible because the memory has been suc­cessfully stored.Localized amnesia, a failure to recall events during a circumscribed period of time, is the most common form of dissociative amnesia. Localized amnesia may be broader than am­nesia for a single traumatic event (e.g., months or years associated with child abuse or in­tense combat). In selective amnesia, the individual can recall some, but not all, of the events during a circumscribed period of time. Thus, the individual may remember part of a trau­matic event but not other parts. Some individuals report both localized and selective am­nesias.Generalized amnesia, a complete loss of memory for one's life history, is rare. Individuals with generalized amnesia may forget personal identity. Some lose previous knowledge about the world (i.e., semantic knowledge) and can no longer access well-learned skills(i.e., procedural knowledge). Generalized amnesia has an acute onset; the perplexity, dis­orientation, an4 purposeless wandering of individuals with generalized amnesia usually bring them to the attention of the police or psychiatric emergency services. Generalized amnesia may be more common among combat veterans, sexual assault victims, and indi­viduals experiencing extreme emotional stress or conflict.Individuals with dissociative amnesia are frequently unaware (or only partially aware) of their memory problems. Many, especially those with localized amnesia, minimize the importance of their memory loss and may become uncomfortable when prompted to ad­dress it. In systematized amnesia, the individual loses memory for a specific category of in­formation (e.g., all memories relating to one's family, a particular person, or childhood sexual abuse). In continuous amnesia, an individual forgets each new event as it occurs.",
